,dense,star,cycle,path,num edges,num nodes,avg degree,des cl,fact deg,fact cl,time
412,False,True,False,True,5,20,5,0.31,5.0,0.3135,0.65
413,True,True,False,True,5,20,5,0.31,5.0,0.3098,0.16
414,False,False,True,False,5,20,5,0.31,5.0,0.3102,0.2
415,True,False,True,False,5,20,5,0.31,5.0,0.3085,0.69
416,False,True,True,False,5,20,5,0.31,5.0,0.3054,0.61
417,True,True,True,False,5,20,5,0.31,5.0,0.3176,0.69
418,False,False,True,True,5,20,5,0.31,5.0,0.3051,0.66
419,True,False,True,True,5,20,5,0.31,5.0,0.3193,0.63
420,False,True,True,True,5,20,5,0.31,5.0,0.3132,0.66
421,True,True,True,True,5,20,5,0.31,5.0,0.3067,0.62
422,False,False,False,False,10,20,5,0.31,5.0,0.31,0.11
423,True,False,False,False,10,20,5,0.31,5.0,0.3057,0.7
424,False,True,False,False,10,20,5,0.31,5.0,0.3073,0.69
425,True,True,False,False,10,20,5,0.31,5.0,0.3136,0.61
426,False,False,False,True,10,20,5,0.31,5.0,0.3054,0.66
427,True,False,False,True,10,20,5,0.31,5.0,0.3201,0.65
428,False,True,False,True,10,20,5,0.31,5.0,0.321,0.62
429,True,True,False,True,10,20,5,0.31,5.0,0.3091,0.16
430,False,False,True,False,10,20,5,0.31,5.0,0.3073,0.61
431,True,False,True,False,10,20,5,0.31,5.0,0.3155,0.65
432,False,True,True,False,10,20,5,0.31,5.0,0.3111,0.73
433,True,True,True,False,10,20,5,0.31,5.0,0.2929,0.6
434,False,False,True,True,10,20,5,0.31,5.0,0.3113,0.63
435,True,False,True,True,10,20,5,0.31,5.0,0.3034,0.64
436,False,True,True,True,10,20,5,0.31,5.0,0.3078,0.21
437,True,True,True,True,10,20,5,0.31,5.0,0.3144,0.67
438,False,False,False,False,5,20,5,0.36,5.0,0.361,0.21
439,True,False,False,False,5,20,5,0.36,5.0,0.3607,0.2
440,False,True,False,False,5,20,5,0.36,5.0,0.3563,0.64
441,True,True,False,False,5,20,5,0.36,5.0,0.3589,0.6
442,False,False,False,True,5,20,5,0.36,5.0,0.3622,0.7
443,True,False,False,True,5,20,5,0.36,5.0,0.3545,0.71
444,False,True,False,True,5,20,5,0.36,5.0,0.3572,0.66
445,True,True,False,True,5,20,5,0.36,5.0,0.346,0.63
446,False,False,True,False,5,20,5,0.36,5.0,0.3673,0.73
447,True,False,True,False,5,20,5,0.36,5.0,0.3754,0.21
448,False,True,True,False,5,20,5,0.36,5.0,0.3437,0.6
449,True,True,True,False,5,20,5,0.36,5.0,0.3794,0.66
450,False,False,True,True,5,20,5,0.36,5.0,0.3632,0.64
451,True,False,True,True,5,20,5,0.36,5.0,0.3665,0.67
452,False,True,True,True,5,20,5,0.36,5.0,0.3691,0.2
453,True,True,True,True,5,20,5,0.36,5.0,0.349,0.72
454,False,False,False,False,10,20,5,0.36,5.0,0.3602,0.26
455,True,False,False,False,10,20,5,0.36,5.0,0.3474,0.62
456,False,True,False,False,10,20,5,0.36,5.0,0.354,0.68
457,True,True,False,False,10,20,5,0.36,5.0,0.3388,0.61
458,False,False,False,True,10,20,5,0.36,5.0,0.3668,0.78
459,True,False,False,True,10,20,5,0.36,5.0,0.3225,0.64
460,False,True,False,True,10,20,5,0.36,5.0,0.3316,0.69
461,True,True,False,True,10,20,5,0.36,5.0,0.3469,0.66
462,False,False,True,False,10,20,5,0.36,5.0,0.358,0.69
463,True,False,True,False,10,20,5,0.36,5.0,0.3424,0.63
464,False,True,True,False,10,20,5,0.36,5.0,0.3629,0.67
465,True,True,True,False,10,20,5,0.36,5.0,0.3555,0.71
466,False,False,False,False,5,40,5,0.1,5.0,0.0994,0.67
467,True,False,False,False,5,40,5,0.1,5.0,0.1001,0.65
468,False,True,False,False,5,40,5,0.1,5.0,0.0985,1.05
469,True,True,False,False,5,40,5,0.1,5.0,0.0985,5.18
470,False,False,False,True,5,40,5,0.1,5.0,0.1006,0.32
471,True,False,False,True,5,40,5,0.1,5.0,0.0999,0.27
472,False,True,False,True,5,40,5,0.1,5.0,0.101,0.33
473,True,True,False,True,5,40,5,0.1,5.0,0.0985,2.99
474,False,False,True,False,5,40,5,0.1,5.0,0.1007,0.18
475,True,False,True,False,5,40,5,0.1,5.0,0.1023,5.34
476,False,True,True,False,5,40,5,0.1,5.0,0.0998,0.22
477,True,True,True,False,5,40,5,0.1,5.0,0.0995,0.14
478,False,False,True,True,5,40,5,0.1,5.0,0.1006,0.62
479,True,False,True,True,5,40,5,0.1,5.0,0.1009,0.31
480,False,True,True,True,5,40,5,0.1,5.0,0.0977,6.11
481,True,True,True,True,5,40,5,0.1,5.0,0.0995,0.17
482,False,False,False,False,10,40,5,0.1,5.0,0.0988,7.23
483,True,False,False,False,10,40,5,0.1,5.0,0.1011,3.05
484,False,True,False,False,10,40,5,0.1,5.0,0.1001,0.12
485,True,True,False,False,10,40,5,0.1,5.0,0.0988,5.91
486,False,False,False,True,10,40,5,0.1,5.0,0.0983,2.99
487,True,False,False,True,10,40,5,0.1,5.0,0.1004,0.52
488,False,True,False,True,10,40,5,0.1,5.0,0.1002,0.52
489,True,True,False,True,10,40,5,0.1,5.0,0.0991,0.13
490,False,False,True,False,10,40,5,0.1,5.0,0.1034,5.3
491,True,False,True,False,10,40,5,0.1,5.0,0.1004,0.1
492,False,True,True,False,10,40,5,0.1,5.0,0.1004,0.19
493,True,True,True,False,10,40,5,0.1,5.0,0.101,3.04
494,False,False,True,True,10,40,5,0.1,5.0,0.0999,0.11
495,True,False,True,True,10,40,5,0.1,5.0,0.0985,0.84
496,False,True,True,True,10,40,5,0.1,5.0,0.1026,4.43
497,True,True,True,True,10,40,5,0.1,5.0,0.0988,1.16
498,False,False,False,False,15,40,5,0.1,5.0,0.1005,0.42
499,True,False,False,False,15,40,5,0.1,5.0,0.1021,5.17
500,False,True,False,False,15,40,5,0.1,5.0,0.0995,0.28
501,True,True,False,False,15,40,5,0.1,5.0,0.0981,5.33
502,False,False,False,True,15,40,5,0.1,5.0,0.1003,0.3
503,True,False,False,True,15,40,5,0.1,5.0,0.102,5.19
504,False,True,False,True,15,40,5,0.1,5.0,0.1009,0.34
505,True,True,False,True,15,40,5,0.1,5.0,0.1059,0.38
506,False,False,True,False,15,40,5,0.1,5.0,0.1023,5.81
507,True,False,True,False,15,40,5,0.1,5.0,0.1036,5.15
508,False,True,True,False,15,40,5,0.1,5.0,0.1017,7.21
509,True,True,True,False,15,40,5,0.1,5.0,0.1006,0.37
510,False,False,True,True,15,40,5,0.1,5.0,0.0997,0.28
511,True,False,True,True,15,40,5,0.1,5.0,0.0994,0.15
512,False,False,False,False,5,20,5,0.31,5.0,0.3093,0.25
513,True,False,False,False,5,20,5,0.31,5.0,0.31,0.11
514,False,True,False,False,5,20,5,0.31,5.0,0.3102,0.21
515,True,True,False,False,5,20,5,0.31,5.0,0.311,0.17
516,False,False,False,True,5,20,5,0.31,5.0,0.3156,0.69
517,True,False,False,True,5,20,5,0.31,5.0,0.3062,0.65
518,False,True,False,True,5,20,5,0.31,5.0,0.309,0.16
519,True,True,False,True,5,20,5,0.31,5.0,0.3085,0.72
520,False,False,True,False,5,20,5,0.31,5.0,0.3119,0.65
521,True,False,True,False,5,20,5,0.31,5.0,0.3133,0.68
522,False,True,True,False,5,20,5,0.31,5.0,0.3158,0.78
523,True,True,True,False,5,20,5,0.31,5.0,0.3102,0.12
524,False,False,True,True,5,20,5,0.31,5.0,0.3132,0.17
525,True,False,True,True,5,20,5,0.31,5.0,0.3087,0.68
526,False,True,True,True,5,20,5,0.31,5.0,0.3133,0.67
527,True,True,True,True,5,20,5,0.31,5.0,0.3086,0.67
528,False,False,False,False,10,20,5,0.31,5.0,0.3107,0.27
529,True,False,False,False,10,20,5,0.31,5.0,0.3139,0.68
530,False,True,False,False,10,20,5,0.31,5.0,0.3125,0.81
531,True,True,False,False,10,20,5,0.31,5.0,0.3138,0.23
532,False,False,False,True,10,20,5,0.31,5.0,0.308,0.77
533,True,False,False,True,10,20,5,0.31,5.0,0.3135,0.67
534,False,False,False,False,5,60,5,0.07,5.0,0.0702,0.25
535,True,False,False,False,5,60,5,0.07,5.0,0.0701,14.83
536,False,True,False,False,5,60,5,0.07,5.0,0.0707,11.96
537,False,False,False,False,5,60,5,0.17,5.0,0.1696,3.62
538,False,False,False,False,5,60,10,0.15,10.0,0.1503,0.21
539,False,False,False,False,10,60,10,0.15,10.0,0.1501,0.22
540,False,False,False,False,2,60,10,0.15,10.0,0.1503,0.22
541,False,False,False,False,2,60,40,0.76,40.0,0.7598,2.12
542,False,False,False,False,5,60,40,0.76,40.0,0.7597,2.58
543,False,False,False,False,2,60,40,0.86,40.0,0.7814,2.82
544,False,False,False,False,5,60,40,0.86,40.0,0.7702,2.82
545,False,False,False,False,2,60,40,0.96,40.0,0.7822,2.77
546,False,False,False,False,5,60,40,0.96,40.0,0.7695,2.79
547,False,False,False,False,2,60,40,1.06,40.0,0.7811,2.76
548,False,False,False,False,5,60,40,1.06,40.0,0.7693,2.75
549,False,False,False,False,2,80,40,0.49,40.0,0.491,0.65
550,False,False,False,False,5,80,40,0.49,40.0,0.4909,0.48
551,False,False,False,False,2,80,40,0.59,40.0,0.5891,3.11
552,False,False,False,False,10,80,40,0.49,40.0,0.4907,0.49
553,False,False,False,False,5,80,40,0.59,40.0,0.5892,3.08
554,False,False,False,False,10,80,40,0.59,40.0,0.5899,3.29
555,False,False,False,False,2,80,40,0.69,40.0,0.5939,3.23
556,False,False,False,False,5,80,40,0.69,40.0,0.599,3.28
557,False,False,False,False,10,80,40,0.69,40.0,0.5965,3.31
558,False,False,False,False,2,80,40,0.7899999999999999,40.0,0.5974,3.24
559,False,False,False,False,5,80,40,0.7899999999999999,40.0,0.5962,3.28
560,False,False,False,False,10,80,40,0.7899999999999999,40.0,0.5865,3.73
561,False,False,False,False,2,80,40,0.8899999999999999,40.0,0.6024,3.13
562,False,False,False,False,5,80,40,0.8899999999999999,40.0,0.5976,3.19
563,False,False,False,False,10,80,40,0.8899999999999999,40.0,0.5925,3.24
564,False,False,False,False,5,20,5,0.31,5.0,0.3093,0.09
565,False,False,False,False,10,20,5,0.31,5.0,0.3104,0.15
566,False,False,False,False,5,20,5,0.36,5.0,0.3601,0.1
567,False,False,False,False,10,20,5,0.36,5.0,0.3592,0.19
568,False,False,False,False,5,20,5,0.41,5.0,0.4105,0.1
569,False,False,False,False,10,20,5,0.41,5.0,0.4095,0.45
570,False,False,False,False,10,20,10,0.5700000000000001,10.0,0.5692,0.11
571,False,False,False,False,5,20,10,0.6200000000000001,10.0,0.6206,2.76
572,False,False,False,False,10,20,10,0.6200000000000001,10.0,0.5844,14.08
573,False,False,False,False,5,20,10,0.6700000000000002,10.0,0.5683,7.02
574,False,False,False,False,10,20,10,0.6700000000000002,10.0,0.5685,13.25
575,False,False,False,False,5,20,10,0.7200000000000002,10.0,0.5977,5.9
576,False,False,False,False,10,20,10,0.7200000000000002,10.0,0.5992,7.15
577,False,False,False,False,5,20,10,0.7700000000000002,10.0,0.7328,13.63
578,False,False,False,False,10,20,10,0.7700000000000002,10.0,0.5895,5.67
579,False,False,False,False,5,20,10,0.8200000000000003,10.0,0.6549,11.52
580,False,False,False,False,10,20,10,0.8200000000000003,10.0,0.5894,5.85
581,False,False,False,False,5,20,15,0.74,15.0,0.7396,1.42
582,False,False,False,False,10,20,15,0.74,15.0,0.7396,2.32
583,False,False,False,False,5,20,15,0.79,15.0,0.7908,0.07
584,False,False,False,False,10,20,15,0.79,15.0,0.7903,0.07
585,False,False,False,False,5,20,15,0.8400000000000001,15.0,0.8406,0.24
586,False,False,False,False,10,20,15,0.8400000000000001,15.0,0.8395,0.25
587,False,False,False,False,5,20,15,0.8900000000000001,15.0,0.8892,0.91
588,False,False,False,False,10,20,15,0.8900000000000001,15.0,0.8906,0.96
589,False,False,False,False,5,20,15,0.9400000000000002,15.0,0.939,2.31
590,False,False,False,False,5,40,10,0.23,10.0,0.2292,0.21
591,False,False,False,False,10,40,10,0.23,10.0,0.2298,0.21
592,False,False,False,False,15,40,10,0.23,10.0,0.2292,0.11
593,False,False,False,False,20,40,10,0.23,10.0,0.2301,0.22
594,False,False,False,False,5,40,10,0.33,10.0,0.33,0.24
595,False,False,False,False,10,40,10,0.33,10.0,0.3302,0.24
596,False,False,False,False,15,40,10,0.33,10.0,0.3304,0.26
597,False,False,False,False,20,40,10,0.33,10.0,0.3293,0.27
598,False,False,False,False,5,40,10,0.43,10.0,0.4294,0.54
599,False,False,False,False,10,40,10,0.43,10.0,0.4294,0.57
600,False,False,False,False,15,40,10,0.43,10.0,0.43,0.54
601,False,False,False,False,20,40,10,0.43,10.0,0.4308,0.43
602,False,False,False,False,5,40,10,0.53,10.0,0.5307,0.87
603,False,True,True,True,15,40,5,0.1,5.0,0.1028,3.49
604,True,True,True,True,15,40,5,0.1,5.0,0.102,0.55
605,False,False,False,False,20,40,5,0.1,5.0,0.0992,1.72
606,True,False,False,False,20,40,5,0.1,5.0,0.0958,5.83
607,False,True,False,False,20,40,5,0.1,5.0,0.1006,1.09
608,True,True,False,False,20,40,5,0.1,5.0,0.1055,1.86
609,False,False,False,True,20,40,5,0.1,5.0,0.0996,3.69
610,True,False,False,True,20,40,5,0.1,5.0,0.1071,5.42
611,False,True,False,True,20,40,5,0.1,5.0,0.0973,3.54
612,True,True,False,True,20,40,5,0.1,5.0,0.1012,5.32
613,False,False,True,False,20,40,5,0.1,5.0,0.0986,5.72
614,True,False,True,False,20,40,5,0.1,5.0,0.103,6.21
615,False,True,True,False,20,40,5,0.1,5.0,0.1006,0.61
616,True,True,True,False,20,40,5,0.1,5.0,0.1032,6.33
617,False,False,True,True,20,40,5,0.1,5.0,0.097,5.16
618,True,False,True,True,20,40,5,0.1,5.0,0.1052,7.18
619,False,True,True,True,20,40,5,0.1,5.0,0.0981,5.33
620,True,True,True,True,20,40,5,0.1,5.0,0.0949,0.66
621,False,False,False,False,5,40,5,0.15,5.0,0.1497,4.51
622,True,False,False,False,5,40,5,0.15,5.0,0.1523,5.15
623,False,True,False,False,5,40,5,0.15,5.0,0.1495,0.2
624,True,True,False,False,5,40,5,0.15,5.0,0.154,5.46
625,False,False,False,True,5,40,5,0.15,5.0,0.1496,0.86
626,True,False,False,True,5,40,5,0.15,5.0,0.1488,5.18
627,False,True,False,True,5,40,5,0.15,5.0,0.1498,1.46
628,True,True,False,True,5,40,5,0.15,5.0,0.1512,5.66
629,False,False,True,False,5,40,5,0.15,5.0,0.1491,0.96
630,True,False,True,False,5,40,5,0.15,5.0,0.1505,0.61
631,False,True,True,False,5,40,5,0.15,5.0,0.1493,2.98
632,True,True,True,False,5,40,5,0.15,5.0,0.149,3.11
633,False,False,True,True,5,40,5,0.15,5.0,0.1492,0.67
634,True,False,True,True,5,40,5,0.15,5.0,0.1526,2.08
635,False,True,True,True,5,40,5,0.15,5.0,0.1499,0.86
636,True,True,True,True,5,40,5,0.15,5.0,0.1526,6.23
637,False,False,False,False,10,40,5,0.15,5.0,0.1501,5.04
638,True,False,False,False,10,40,5,0.15,5.0,0.152,5.35
639,False,True,False,False,10,40,5,0.15,5.0,0.1556,8.2
640,True,True,False,False,10,40,5,0.15,5.0,0.1493,2.32
641,False,False,False,True,10,40,5,0.15,5.0,0.1486,5.4
642,True,False,False,True,10,40,5,0.15,5.0,0.1497,1.98
643,False,True,False,True,10,40,5,0.15,5.0,0.1485,7.19
644,True,True,False,True,10,40,5,0.15,5.0,0.1473,5.26
645,False,False,True,False,10,40,5,0.15,5.0,0.148,5.25
646,True,False,True,False,10,40,5,0.15,5.0,0.1493,0.59
647,False,True,True,False,10,40,5,0.15,5.0,0.1493,0.48
648,True,True,True,False,10,40,5,0.15,5.0,0.1427,6.89
649,False,False,True,True,10,40,5,0.15,5.0,0.1528,6.4
650,True,False,True,True,10,40,5,0.15,5.0,0.1497,0.39
651,False,True,True,True,10,40,5,0.15,5.0,0.15,0.18
652,True,True,True,True,10,40,5,0.15,5.0,0.1519,5.73
653,False,False,False,False,15,40,5,0.15,5.0,0.1496,2.54
654,True,False,False,False,15,40,5,0.15,5.0,0.1491,0.75
655,False,True,False,False,15,40,5,0.15,5.0,0.15,0.23
656,True,True,False,False,15,40,5,0.15,5.0,0.1367,5.23
657,False,False,False,True,15,40,5,0.15,5.0,0.1333,7.72
658,True,False,False,True,15,40,5,0.15,5.0,0.152,4.31
659,False,True,False,True,15,40,5,0.15,5.0,0.1515,5.61
660,True,True,False,True,15,40,5,0.15,5.0,0.1462,5.31
661,False,False,True,False,15,40,5,0.15,5.0,0.1506,0.46
662,True,False,True,False,15,40,5,0.15,5.0,0.1511,6.91
663,False,True,True,False,15,40,5,0.15,5.0,0.1479,10.33
664,True,True,True,False,15,40,5,0.15,5.0,0.1515,6.05
665,False,False,True,True,15,40,5,0.15,5.0,0.1469,5.96
666,True,False,True,True,15,40,5,0.15,5.0,0.1385,3.34
667,False,True,True,True,15,40,5,0.15,5.0,0.1428,6.55
668,True,True,True,True,15,40,5,0.15,5.0,0.1624,3.76
669,False,False,False,False,20,40,5,0.15,5.0,0.1504,9.54
670,True,False,False,False,20,40,5,0.15,5.0,0.1462,6.09
671,False,True,False,False,20,40,5,0.15,5.0,0.151,0.79
672,True,True,False,False,20,40,5,0.15,5.0,0.1483,6.29
673,False,False,False,True,20,40,5,0.15,5.0,0.1496,0.21
674,True,False,False,True,20,40,5,0.15,5.0,0.1527,13.9
675,False,True,False,True,20,40,5,0.15,5.0,0.1598,7.89
676,True,True,False,True,20,40,5,0.15,5.0,0.1541,5.59
677,False,False,True,False,20,40,5,0.15,5.0,0.1514,5.25
678,True,False,True,False,20,40,5,0.15,5.0,0.1486,6.97
679,False,True,True,False,20,40,5,0.15,5.0,0.1442,5.5
680,True,True,True,False,20,40,5,0.15,5.0,0.1454,6.22
681,False,False,True,True,20,40,5,0.15,5.0,0.1501,1.15
682,True,False,True,True,20,40,5,0.15,5.0,0.1503,0.36
683,False,True,True,True,20,40,5,0.15,5.0,0.1406,6.64
684,True,True,True,True,20,40,5,0.15,5.0,0.1481,5.9
685,False,False,False,False,5,40,5,0.2,5.0,0.2022,8.7
686,True,False,False,False,5,40,5,0.2,5.0,0.2014,12.76
687,False,True,False,False,5,40,5,0.2,5.0,0.1547,6.47
688,True,True,False,False,5,40,5,0.2,5.0,0.177,6.34
689,False,False,False,True,5,40,5,0.2,5.0,0.1857,6.63
690,True,False,False,True,5,40,5,0.2,5.0,0.1715,5.9
691,False,True,False,True,5,40,5,0.2,5.0,0.172,8.07
692,True,True,False,True,5,40,5,0.2,5.0,0.1647,5.66
693,False,False,True,False,5,40,5,0.2,5.0,0.1993,1.73
694,True,False,True,False,5,40,5,0.2,5.0,0.1808,2.2
695,False,True,True,False,5,40,5,0.2,5.0,0.1956,5.29
696,True,True,True,False,5,40,5,0.2,5.0,0.2017,5.38
697,False,False,True,True,5,40,5,0.2,5.0,0.1669,5.95
698,True,False,True,True,5,40,5,0.2,5.0,0.1813,5.19
699,False,True,True,True,5,40,5,0.2,5.0,0.1912,6.11
700,True,True,True,True,5,40,5,0.2,5.0,0.1526,5.21
701,False,False,False,False,10,40,5,0.2,5.0,0.199,2.72
702,True,False,False,False,10,40,5,0.2,5.0,0.2026,5.26
703,False,True,False,False,10,40,5,0.2,5.0,0.1892,5.78
704,True,True,False,False,10,40,5,0.2,5.0,0.1925,8.38
705,False,False,False,True,10,40,5,0.2,5.0,0.1703,5.21
706,True,False,False,True,10,40,5,0.2,5.0,0.1799,5.23
707,False,True,False,True,10,40,5,0.2,5.0,0.2407,6.75
708,True,True,False,True,10,40,5,0.2,5.0,0.1763,5.64
709,False,False,True,False,10,40,5,0.2,5.0,0.1785,5.16
710,True,False,True,False,10,40,5,0.2,5.0,0.1729,6.26
711,False,True,True,False,10,40,5,0.2,5.0,0.1623,5.41
712,True,True,True,False,10,40,5,0.2,5.0,0.1757,6.26
713,False,False,True,True,10,40,5,0.2,5.0,0.1739,3.29
714,True,False,True,True,10,40,5,0.2,5.0,0.1888,5.34
715,False,True,True,True,10,40,5,0.2,5.0,0.1823,5.29
716,True,True,True,True,10,40,5,0.2,5.0,0.167,5.23
717,False,False,False,False,15,40,5,0.2,5.0,0.2143,5.59
718,True,False,False,False,15,40,5,0.2,5.0,0.1886,7.04
719,False,True,False,False,15,40,5,0.2,5.0,0.2,12.04
720,True,True,False,False,15,40,5,0.2,5.0,0.1475,5.73
721,False,False,False,True,15,40,5,0.2,5.0,0.1599,5.34
722,True,False,False,True,15,40,5,0.2,5.0,0.2036,7.61
723,False,True,False,True,15,40,5,0.2,5.0,0.186,6.62
724,True,True,False,True,15,40,5,0.2,5.0,0.1755,7.53
725,False,False,True,False,15,40,5,0.2,5.0,0.1483,3.44
726,True,False,True,False,15,40,5,0.2,5.0,0.1746,6.26
727,False,True,True,False,15,40,5,0.2,5.0,0.1919,1.99
728,True,True,True,False,15,40,5,0.2,5.0,0.2089,9.18
729,False,False,True,True,15,40,5,0.2,5.0,0.1672,6.68
730,True,False,True,True,15,40,5,0.2,5.0,0.1995,0.2
731,False,False,False,False,5,40,10,0.43,10.0,0.4302,0.45
732,False,False,False,False,10,40,10,0.43,10.0,0.4298,0.47
733,False,False,False,False,15,40,10,0.43,10.0,0.4306,0.49
734,False,False,False,False,20,40,10,0.43,10.0,0.4298,0.66
735,False,False,False,False,5,40,10,0.43,10.0,0.43,0.73
736,False,False,False,False,5,40,10,0.43000000000000005,10.0,0.4298,0.77
